  0.004161, BNO0_UnitAccX, BNO0_UnitAccY, BNO0_UnitAccZ, BNO0_RawAccMag, BNO0_GyrX, BNO0_GyrY, BNO0_GyrZ, BNO0_MagX, BNO0_MagY, BNO0_MagZ, BNO1_UnitAccX, BNO1_UnitAccY, BNO1_UnitAccZ, BNO1_RawAccMag, BNO1_GyrX, BNO1_GyrY, BNO1_GyrZ, BNO1_MagX, BNO1_MagY, BNO1_MagZ, BNO2_UnitAccX, BNO2_UnitAccY, BNO2_UnitAccZ, BNO2_RawAccMag, BNO2_GyrX, BNO2_GyrY, BNO2_GyrZ, BNO2_MagX, BNO2_MagY, BNO2_MagZ, BNO3_UnitAccX, BNO3_UnitAccY, BNO3_UnitAccZ, BNO3_RawAccMag, BNO3_GyrX, BNO3_GyrY, BNO3_GyrZ, BNO3_MagX, BNO3_MagY, BNO3_MagZ, MPU0_UnitAccX, MPU0_UnitAccY, MPU0_UnitAccZ, MPU0_RawAccMag, MPU0_GyrX, MPU0_GyrY, MPU0_GyrZ, MPU1_UnitAccX, MPU1_UnitAccY, MPU1_UnitAccZ, MPU1_RawAccMag, MPU1_GyrX, MPU1_GyrY, MPU1_GyrZ
 79.753996, 0.557        , -0.565       , -0.609       ,        2502.48, 1.343    , -0.336   , 1.790    , -0.309   ,     0.707, 0.636    , 0.643        , -0.546       , -0.537       ,        2484.22, 0.224    , 0.448    , 1.231    , -0.369   , 0.663    , 0.652    , 0.047        , -0.794       , -0.606       ,        2523.31, 1.679    , -0.112   , 0.560    , -0.248   ,     0.650, -0.719   , -0.203       , -0.040       , -0.978       ,        2498.20, 0.000    , 0.224    , -0.224   , -0.345   , -0.101   ,     0.933, 0.249        , 0.228        , 0.941        ,         10.932, 5.527    , 1.435    , -1.802   , 0.482        , 0.357        , 0.800        ,          9.943, -5.664   , -3.756   , -1.496
 79.754535, 0.557        , -0.569       , -0.605       ,        2502.69, 0.448    , 0.224    , 0.560    , -0.328   ,     0.688, 0.648    , 0.642        , -0.536       , -0.548       ,        2471.78, -0.560   , 0.112    , 0.000    , -0.358   , 0.680    , 0.639    , 0.040        , -0.793       , -0.608       ,        2499.71, -0.783   , 0.224    , 0.560    , -0.258   ,     0.631, -0.732   , -0.205       , -0.020       , -0.979       ,        2478.14, -0.560   , 0.000    , -0.224   , -0.346   , -0.111   ,     0.932, 0.248        , 0.226        , 0.942        ,         10.970, 5.695    , 1.969    , -2.290   , 0.482        , 0.355        , 0.801        ,          9.948, -5.771   , -2.718   , -2.718
 79.755191, 0.554        , -0.566       , -0.611       ,        2497.54, 1.790    , 0.336    , 1.119    , -0.360   ,     0.698, 0.619    , 0.642        , -0.536       , -0.548       ,        2471.78, -0.783   , 0.560    , 1.790    , -0.376   , 0.612    , 0.696    , 0.036        , -0.794       , -0.606       ,        2473.69, 0.448    , 0.671    , 0.671    , -0.269   ,     0.617, -0.740   , -0.212       , -0.012       , -0.977       ,        2480.81, -0.448   , 0.895    , -0.336   , -0.334   , -0.114   ,     0.936, 0.247        , 0.224        , 0.943        ,         10.956, 6.290    , 3.664    , -3.817   , 0.481        , 0.353        , 0.803        ,          9.927, -5.527   , -1.038   , -4.626
 79.755645, 0.550        , -0.570       , -0.610       ,        2497.64, 2.686    , 1.679    , 1.455    , -0.358   ,     0.681, 0.638    , 0.633        , -0.544       , -0.551       ,        2458.06, 0.112    , 2.238    , 1.902    , -0.378   , 0.611    , 0.696    , 0.043        , -0.792       , -0.609       ,        2527.53, 1.902    , 2.014    , 0.671    , -0.233   ,     0.632, -0.739   , -0.207       , -0.036       , -0.978       ,        2499.67, 0.783    , 1.007    , -0.671   , -0.335   , -0.103   ,     0.937, 0.245        , 0.223        , 0.943        ,         10.955, 7.603    , 4.519    , -4.153   , 0.479        , 0.351        , 0.804        ,          9.972, -4.321   , -0.137   , -6.443
 79.756293, 0.553        , -0.569       , -0.609       ,        2502.61, 2.462    , 2.574    , 0.448    , -0.355   ,     0.687, 0.634    , 0.640        , -0.543       , -0.543       ,        2495.03, 0.560    , 2.014    , 1.790    , -0.251   , 0.685    , 0.685    , 0.039        , -0.794       , -0.607       ,        2522.44, 1.007    , 2.798    , -0.448   , -0.252   ,     0.631, -0.734   , -0.205       , -0.040       , -0.978       ,        2479.61, 0.783    , 0.224    , -0.895   , -0.336   , -0.114   ,     0.935, 0.243        , 0.221        , 0.944        ,         10.979, 5.985    , 5.420    , -4.290   , 0.487        , 0.347        , 0.802        ,          9.968, -4.427   , 0.351    , -7.893
 79.760937, 0.547        , -0.571       , -0.612       ,        2492.16, 1.790    , 2.238    , -0.224   , -0.328   ,     0.710, 0.623    , 0.632        , -0.538       , -0.558       ,        2481.10, -1.902   , -0.448   , 2.462    , -0.267   , 0.670    , 0.692    , 0.040        , -0.793       , -0.608       ,        2499.71, -0.112   , 2.686    , -0.895   , -0.234   ,     0.634, -0.738   , -0.215       , -0.016       , -0.977       ,        2453.60, -0.112   , 0.671    , -1.902   , -0.333   , -0.118   ,     0.936, 0.236        , 0.228        , 0.945        ,         10.935, 2.748    , 9.557    , -5.817   , 0.481        , 0.353        , 0.802        ,         10.010, -6.595   , 6.565    , -9.344
 79.762108, 0.544        , -0.583       , -0.603       ,        2525.90, 5.931    , 1.679    , 4.812    , -0.342   ,     0.688, 0.640    , 0.646        , -0.542       , -0.538       ,        2519.20, -0.224   , -4.364   , 7.945    , -0.299   , 0.653    , 0.696    , 0.040        , -0.793       , -0.608       ,        2465.34, -0.560   , 1.231    , 0.000    , -0.279   ,     0.629, -0.725   , -0.202       , -0.024       , -0.979       ,        2465.56, 1.790    , 3.133    , -3.357   , -0.342   , -0.116   ,     0.932, 0.265        , 0.220        , 0.939        ,         10.945, 0.015    , 16.702   , -9.496   , 0.515        , 0.345        , 0.785        ,         10.006, -11.588  , 19.084   , -12.382
 79.762795, 0.551        , -0.528       , -0.646       ,        2420.00, 7.498    , -1.343   , 14.436   , -0.353   ,     0.692, 0.630    , 0.609        , -0.557       , -0.565       ,        2555.61, -4.924   , -11.750  , 15.779   , -0.305   , 0.675    , 0.672    , 0.066        , -0.800       , -0.596       ,        2551.15, -0.336   , 0.224    , 1.231    , -0.268   ,     0.635, -0.724   , -0.202       , -0.033       , -0.979       ,        2417.09, 5.371    , 3.581    , -5.819   , -0.334   , -0.111   ,     0.936, 0.222        , 0.218        , 0.950        ,         10.930, -8.031   , 23.878   , -9.863   , 0.473        , 0.348        , 0.810        ,          9.983, -19.435  , 33.344   , -15.695
 79.763350, 0.554        , -0.562       , -0.614       ,        2463.92, 23.612   , -7.833   , 25.738   , -0.355   ,     0.694, 0.627    , 0.618        , -0.548       , -0.564       ,        2507.87, -11.526  , -26.857  , 25.850   , -0.303   , 0.670    , 0.678    , 0.047        , -0.800       , -0.598       ,        2541.19, -4.700   , -0.448   , 4.476    , -0.255   ,     0.625, -0.738   , -0.199       , -0.075       , -0.977       ,        2502.20, 6.155    , 15.443   , -10.855  , -0.328   , -0.126   ,     0.936, 0.200        , 0.231        , 0.952        ,         10.919, -12.733  , 22.519   , -4.641   , 0.423        , 0.350        , 0.836        ,          9.946, -26.061  , 26.855   , -1.405
 79.763856, 0.549        , -0.604       , -0.578       ,        2554.36, 18.464   , -16.898  , 22.493   , -0.308   ,     0.708, 0.636    , 0.626        , -0.557       , -0.545       ,        2485.03, -17.793  , -32.565  , 19.248   , -0.265   , 0.640    , 0.721    , 0.047        , -0.798       , -0.601       ,        2547.18, -12.757  , -0.895   , 2.126    , -0.241   ,     0.625, -0.743   , -0.179       , -0.096       , -0.979       ,        2558.56, 1.119    , 12.645   , -5.931   , -0.336   , -0.117   ,     0.935, 0.216        , 0.220        , 0.951        ,         10.948, -14.275  , 18.595   , -0.473   , 0.454        , 0.350        , 0.820        ,          9.921, -29.282  , 18.809   , 7.038
 79.764375, 0.523        , -0.586       , -0.618       ,        2512.74, 22.717   , -23.388  , 22.717   , -0.296   ,     0.734, 0.612    , 0.611        , -0.550       , -0.569       ,        2517.98, -18.353  , -36.146  , 13.764   , -0.200   , 0.697    , 0.689    , 0.047        , -0.789       , -0.613       ,        2526.98, -22.605  , -2.238   , 0.783    , -0.248   ,     0.626, -0.739   , -0.193       , -0.045       , -0.980       ,        2424.10, -14.660  , 8.729    , -0.560   , -0.333   , -0.112   ,     0.936, 0.211        , 0.214        , 0.954        ,         10.944, -21.527  , 21.557   , 0.489    , 0.408        , 0.354        , 0.842        ,          9.835, -35.756  , 20.489   , 14.565
 79.765018, 0.545        , -0.612       , -0.573       ,        2521.83, 20.367   , -26.298  , 21.934   , -0.309   ,     0.711, 0.632    , 0.605        , -0.555       , -0.571       ,        2476.70, -32.229  , -42.188  , 7.833    , -0.200   , 0.634    , 0.747    , 0.043        , -0.777       , -0.628       ,        2529.43, -30.215  , -4.476   , 1.343    , -0.258   ,     0.614, -0.746   , -0.178       , -0.035       , -0.983       ,        2515.99, -14.883  , 9.736    , 2.910    , -0.340   , -0.109   ,     0.934, 0.203        , 0.207        , 0.957        ,         11.018, -19.084  , 21.176   , 0.290    , 0.417        , 0.341        , 0.843        ,          9.963, -36.015  , 13.344   , 15.634
 79.765572, 0.511        , -0.621       , -0.595       ,        2513.93, 18.017   , -27.865  , 20.143   , -0.242   ,     0.732, 0.637    , 0.603        , -0.520       , -0.605       ,        2435.77, -32.117  , -37.488  , 2.686    , -0.183   , 0.655    , 0.733    , 0.040        , -0.765       , -0.642       ,        2487.69, -28.200  , -1.679   , -0.112   , -0.241   ,     0.658, -0.714   , -0.180       , -0.024       , -0.983       ,        2496.44, -11.862  , 5.260    , 6.491    , -0.340   , -0.126   ,     0.932, 0.191        , 0.195        , 0.962        ,         11.032, -17.573  , 27.053   , -2.443   , 0.399        , 0.322        , 0.858        ,          9.834, -35.618  , 10.305   , 19.588
 79.766018, 0.519        , -0.640       , -0.567       ,        2516.24, 24.395   , -26.186  , 19.584   , -0.241   ,     0.746, 0.620    , 0.585        , -0.548       , -0.598       ,        2510.89, -24.955  , -34.915  , 2.462    , -0.222   , 0.612    , 0.759    , 0.047        , -0.764       , -0.643       ,        2516.72, -25.962  , -1.567   , -0.224   , -0.281   ,     0.646, -0.710   , -0.166       , -0.027       , -0.986       ,        2521.02, -12.533  , 6.379    , 7.386    , -0.345   , -0.119   ,     0.931, 0.186        , 0.190        , 0.964        ,         10.990, -14.718  , 28.031   , -2.275   , 0.415        , 0.310        , 0.855        ,          9.956, -34.290  , 6.977    , 18.977
 79.766436, 0.502        , -0.636       , -0.586       ,        2484.35, 27.976   , -26.857  , 19.360   , -0.224   ,     0.733, 0.642    , 0.573        , -0.523       , -0.631       ,        2459.69, -27.193  , -35.922  , 3.917    , -0.202   , 0.652    , 0.731    , 0.039        , -0.756       , -0.654       ,        2519.45, -27.305  , -2.686   , 0.448    , -0.272   ,     0.637, -0.721   , -0.181       , -0.008       , -0.984       ,        2484.98, -10.743  , 7.945    , 7.722    , -0.344   , -0.122   ,     0.931, 0.172        , 0.185        , 0.968        ,         10.971, -12.168  , 30.137   , -3.298   , 0.413        , 0.295        , 0.862        ,          9.894, -33.496  , 3.542    , 21.298
 79.766899, 0.496        , -0.639       , -0.588       ,        2474.24, 19.360   , -25.403  , 16.003   , -0.262   ,     0.755, 0.601    , 0.574        , -0.533       , -0.622       ,        2525.12, -26.186  , -30.662  , -0.224   , -0.194   , 0.576    , 0.794    , 0.047        , -0.746       , -0.664       ,        2525.81, -25.850  , -1.343   , 0.224    , -0.273   ,     0.646, -0.713   , -0.154       , -0.000       , -0.988       ,        2525.30, -10.631  , 16.786   , 6.602    , -0.333   , -0.131   ,     0.934, 0.163        , 0.180        , 0.970        ,         10.969, -8.794   , 25.527   , -1.939   , 0.408        , 0.287        , 0.866        ,          9.860, -30.290  , 1.084    , 20.092
 79.767370, 0.476        , -0.662       , -0.579       ,        2534.11, 23.388   , -22.717  , 14.324   , -0.214   ,     0.758, 0.616    , 0.572        , -0.506       , -0.645       ,        2464.49, -23.724  , -27.865  , 0.783    , -0.121   , 0.580    , 0.806    , 0.048        , -0.738       , -0.673       ,        2490.19, -23.053  , -1.119   , 0.671    , -0.251   ,     0.655, -0.713   , -0.155       , 0.008        , -0.988       ,        2515.49, -11.191  , 14.436   , 7.498    , -0.330   , -0.126   ,     0.935, 0.160        , 0.172        , 0.972        ,         10.973, -5.191   , 22.031   , -1.847   , 0.419        , 0.272        , 0.866        ,          9.899, -25.863  , 2.885    , 16.702
 79.768671, 0.459        , -0.656       , -0.598       ,        2498.51, 21.710   , -19.024  , 15.779   , -0.183   ,     0.775, 0.605    , 0.554        , -0.512       , -0.656       ,        2437.77, -16.226  , -22.605  , 2.350    , -0.127   , 0.585    , 0.801    , 0.051        , -0.739       , -0.672       ,        2511.39, -15.331  , -1.231   , 0.112    , -0.263   ,     0.655, -0.708   , -0.160       , -0.000       , -0.987       ,        2506.13, -4.476   , 9.736    , 5.371    , -0.343   , -0.129   ,     0.930, 0.148        , 0.169        , 0.974        ,         10.954, -2.916   , 18.321   , -1.985   , 0.414        , 0.262        , 0.872        ,          9.852, -23.359  , 0.290    , 15.450
 79.769201, 0.462        , -0.670       , -0.581       ,        2505.98, 20.367   , -16.003  , 14.324   , -0.182   ,     0.780, 0.599    , 0.563        , -0.510       , -0.650       ,        2521.07, -14.212  , -18.800  , 2.350    , -0.188   , 0.526    , 0.829    , 0.043        , -0.739       , -0.672       ,        2510.50, -11.526  , -1.790   , 0.224    , -0.272   ,     0.659, -0.701   , -0.160       , -0.000       , -0.987       ,        2496.26, -3.805   , 5.260    , 4.700    , -0.344   , -0.126   ,     0.931, 0.139        , 0.169        , 0.976        ,         10.928, -2.015   , 14.061   , -0.519   , 0.414        , 0.259        , 0.873        ,          9.848, -21.282  , -0.992   , 16.550
 79.769753, 0.453        , -0.681       , -0.576       ,        2511.30, 20.367   , -15.667  , 13.653   , -0.151   ,     0.772, 0.617    , 0.555        , -0.511       , -0.657       ,        2540.18, -12.086  , -16.562  , 0.000    , -0.145   , 0.527    , 0.838    , 0.035        , -0.732       , -0.680       ,        2508.57, -12.422  , -3.133   , -0.895   , -0.277   ,     0.648, -0.710   , -0.154       , 0.008        , -0.988       ,        2473.44, -2.910   , 5.707    , 4.029    , -0.347   , -0.125   ,     0.930, 0.146        , 0.161        , 0.976        ,         10.989, -0.977   , 9.496    , -0.443   , 0.422        , 0.250        , 0.871        ,          9.852, -19.191  , -1.847   , 14.687
 79.770368, 0.442        , -0.675       , -0.590       ,        2484.48, 14.995   , -14.436  , 12.086   , -0.203   ,     0.796, 0.571    , 0.532        , -0.502       , -0.681       ,        2464.35, -7.386   , -16.562  , 3.133    , -0.119   , 0.518    , 0.847    , 0.036        , -0.725       , -0.688       ,        2479.43, -11.974  , -3.469   , 0.000    , -0.277   ,     0.635, -0.721   , -0.158       , 0.015        , -0.987       ,        2536.03, -4.700   , 8.281    , 3.805    , -0.336   , -0.117   ,     0.935, 0.143        , 0.160        , 0.977        ,         10.977, 1.053    , 7.145    , -1.527   , 0.414        , 0.245        , 0.877        ,          9.853, -15.282  , -1.679   , 10.244
 79.771117, 0.436        , -0.692       , -0.575       ,        2496.80, 14.995   , -9.624   , 9.736    , -0.157   ,     0.810, 0.565    , 0.539        , -0.501       , -0.677       ,        2491.55, -8.057   , -10.295  , 0.895    , -0.097   , 0.565    , 0.819    , 0.039        , -0.730       , -0.682       ,        2529.15, -5.595   , -2.350   , 0.000    , -0.275   ,     0.679, -0.681   , -0.152       , 0.015        , -0.988       ,        2504.29, -2.910   , 6.043    , 2.126    , -0.333   , -0.135   ,     0.933, 0.140        , 0.159        , 0.977        ,         10.924, 2.351    , 5.405    , -2.229   , 0.413        , 0.243        , 0.878        ,          9.835, -12.992  , -3.985   , 7.817
 79.771611, 0.432        , -0.695       , -0.575       ,        2499.40, 9.512    , -6.043   , 6.043    , -0.161   ,     0.792, 0.589    , 0.539        , -0.502       , -0.677       ,        2508.18, -3.245   , -4.924   , 0.671    , -0.116   , 0.548    , 0.828    , 0.040        , -0.726       , -0.686       ,        2500.46, -2.014   , -1.679   , 0.224    , -0.270   ,     0.668, -0.693   , -0.152       , -0.004       , -0.988       ,        2494.14, 0.000    , 2.798    , 1.007    , -0.339   , -0.133   ,     0.931, 0.140        , 0.159        , 0.977        ,         10.977, 2.794    , 3.221    , -2.290   , 0.417        , 0.240        , 0.877        ,          9.849, -10.916  , -6.550   , 6.031
 79.772038, 0.428        , -0.698       , -0.574       ,        2501.80, 7.050    , -5.483   , 4.588    , -0.146   ,     0.787, 0.599    , 0.530        , -0.500       , -0.685       ,        2477.34, -3.245   , -4.252   , 0.000    , -0.143   , 0.571    , 0.809    , 0.044        , -0.722       , -0.690       ,        2500.52, -2.350   , -0.671   , -0.224   , -0.276   ,     0.661, -0.698   , -0.157       , 0.008        , -0.988       ,        2485.86, -2.014   , 0.895    , 2.014    , -0.344   , -0.139   ,     0.928, 0.137        , 0.160        , 0.978        ,         10.976, 2.855    , 2.550    , -2.092   , 0.414        , 0.238        , 0.879        ,          9.852, -10.351  , -5.649   , 5.481
 79.772510, 0.433        , -0.690       , -0.580       ,        2491.32, 7.386    , -4.924   , 4.476    , -0.146   ,     0.787, 0.599    , 0.527        , -0.506       , -0.683       ,        2487.39, -1.902   , -4.029   , 0.895    , -0.161   , 0.517    , 0.841    , 0.035        , -0.736       , -0.676       ,        2508.40, -1.231   , -0.895   , -0.112   , -0.283   ,     0.679, -0.678   , -0.148       , 0.004        , -0.989       ,        2502.52, -1.902   , 1.902    , 1.679    , -0.346   , -0.128   ,     0.929, 0.138        , 0.155        , 0.978        ,         11.002, 2.321    , 1.878    , -2.519   , 0.417        , 0.233        , 0.878        ,          9.830, -10.687  , -9.282   , 5.878
 79.772930, 0.427        , -0.700       , -0.573       ,        2508.09, 4.924    , -5.595   , 4.588    , -0.160   ,     0.804, 0.573    , 0.525        , -0.499       , -0.689       ,        2479.62, -1.902   , -4.252   , 0.783    , -0.172   , 0.553    , 0.815    , 0.035        , -0.721       , -0.692       ,        2507.36, -1.790   , -0.783   , 0.224    , -0.264   ,     0.655, -0.708   , -0.152       , 0.015        , -0.988       ,        2504.29, -2.238   , 1.679    , 2.686    , -0.342   , -0.136   ,     0.930, 0.139        , 0.153        , 0.978        ,         10.983, 3.221    , 1.817    , -2.718   , 0.422        , 0.230        , 0.877        ,          9.858, -8.748   , -7.145   , 3.328
 79.773454, 0.427        , -0.697       , -0.577       ,        2507.55, 4.029    , -4.141   , 3.693    , -0.178   ,     0.796, 0.579    , 0.521        , -0.510       , -0.684       ,        2482.69, 0.000    , -2.350   , 0.895    , -0.084   , 0.523    , 0.848    , 0.031        , -0.730       , -0.682       ,        2514.32, 0.224    , -0.224   , 0.000    , -0.268   ,     0.666, -0.696   , -0.152       , -0.000       , -0.988       ,        2504.00, 0.000    , 1.119    , 1.119    , -0.336   , -0.134   ,     0.932, 0.136        , 0.151        , 0.979        ,         11.003, 4.626    , 1.588    , -1.985   , 0.427        , 0.230        , 0.874        ,          9.871, -6.534   , -6.626   , 0.672
 79.773951, 0.424        , -0.696       , -0.579       ,        2497.73, 1.007    , -1.343   , 0.783    , -0.118   ,     0.805, 0.582    , 0.526        , -0.504       , -0.685       ,        2494.91, -0.895   , -0.783   , -0.448   , -0.085   , 0.548    , 0.832    , 0.039        , -0.730       , -0.682       ,        2515.76, -0.560   , 0.000    , 0.000    , -0.271   ,     0.663, -0.698   , -0.152       , -0.004       , -0.988       ,        2494.14, -0.671   , -0.224   , 0.895    , -0.338   , -0.140   ,     0.931, 0.136        , 0.149        , 0.979        ,         10.974, 5.023    , 0.412    , -1.252   , 0.429        , 0.228        , 0.874        ,          9.874, -5.802   , -5.908   , -0.305
 79.774403, 0.430        , -0.695       , -0.577       ,        2489.26, 1.231    , -1.007   , 0.336    , -0.111   ,     0.788, 0.606    , 0.530        , -0.500       , -0.685       ,        2477.34, -0.895   , -0.560   , -0.671   , -0.087   , 0.569    , 0.818    , 0.039        , -0.728       , -0.684       ,        2507.73, -1.007   , 0.000    , 0.000    , -0.283   ,     0.655, -0.701   , -0.148       , 0.008        , -0.989       ,        2501.59, -0.895   , -0.448   , 0.448    , -0.350   , -0.138   ,     0.926, 0.140        , 0.155        , 0.978        ,         10.979, 5.115    , 0.000    , -1.420   , 0.427        , 0.229        , 0.875        ,          9.858, -5.847   , -5.649   , -0.595
 79.774900, 0.425        , -0.698       , -0.576       ,        2491.95, 0.112    , -0.671   , 0.224    , -0.153   ,     0.825, 0.545    , 0.525        , -0.499       , -0.689       ,        2479.62, -0.224   , 0.000    , -0.112   , -0.117   , 0.553    , 0.825    , 0.036        , -0.724       , -0.688       ,        2506.96, -0.448   , -0.224   , -0.336   , -0.257   ,     0.663, -0.703   , -0.156       , 0.015        , -0.988       ,        2505.83, -0.336   , -0.224   , 0.224    , -0.343   , -0.130   ,     0.930, 0.138        , 0.153        , 0.979        ,         10.985, 5.069    , 0.107    , -1.740   , 0.425        , 0.228        , 0.876        ,          9.870, -5.786   , -5.603   , -0.656
 79.775343, 0.425        , -0.698       , -0.576       ,        2491.95, -0.336   , -0.224   , 0.224    , -0.145   ,     0.799, 0.584    , 0.523        , -0.505       , -0.686       ,        2489.67, 0.448    , 0.112    , 0.336    , -0.162   , 0.501    , 0.850    , 0.036        , -0.726       , -0.686       ,        2500.09, 0.448    , -0.336   , -0.112   , -0.280   ,     0.660, -0.697   , -0.152       , 0.008        , -0.988       ,        2494.19, 0.783    , 0.112    , 0.224    , -0.345   , -0.136   ,     0.929, 0.137        , 0.152        , 0.979        ,         10.972, 5.298    , 0.321    , -1.466   , 0.426        , 0.225        , 0.876        ,          9.836, -5.298   , -5.756   , -1.084
 79.775759, 0.428        , -0.698       , -0.574       ,        2501.80, -0.224   , 0.000    , 0.112    , -0.120   ,     0.792, 0.598    , 0.529        , -0.503       , -0.684       ,        2482.35, -0.224   , 0.112    , -0.336   , -0.052   , 0.535    , 0.843    , 0.039        , -0.728       , -0.684       ,        2522.59, 0.000    , -0.112   , 0.000    , -0.269   ,     0.672, -0.690   , -0.152       , 0.012        , -0.988       ,        2493.30, 0.560    , 0.000    , 0.000    , -0.341   , -0.137   ,     0.930, 0.138        , 0.152        , 0.979        ,         10.971, 5.435    , 0.351    , -1.176   , 0.427        , 0.228        , 0.875        ,          9.863, -4.901   , -6.076   , -1.435
 79.776280, 0.424        , -0.699       , -0.575       ,        2497.54, -2.350   , -0.336   , -0.560   , -0.131   ,     0.800, 0.585    , 0.525        , -0.507       , -0.684       ,        2482.13, -0.112   , 0.336    , -1.007   , -0.058   , 0.531    , 0.846    , 0.035        , -0.728       , -0.684       ,        2507.36, 0.224    , -0.224   , 0.112    , -0.267   ,     0.666, -0.696   , -0.152       , 0.008        , -0.988       ,        2494.19, -0.336   , -0.336   , -0.112   , -0.346   , -0.129   ,     0.929, 0.139        , 0.153        , 0.978        ,         10.982, 5.802    , 0.672    , -1.282   , 0.423        , 0.229        , 0.877        ,          9.874, -4.321   , -6.626   , -1.817
 79.776713, 0.424        , -0.699       , -0.575       ,        2497.54, -2.686   , 0.448    , -1.567   , -0.142   ,     0.802, 0.580    , 0.524        , -0.502       , -0.688       ,        2484.63, 0.783    , 2.014    , -1.679   , -0.191   , 0.477    , 0.858    , 0.039        , -0.728       , -0.684       ,        2507.73, 0.560    , 0.112    , 0.448    , -0.280   ,     0.650, -0.706   , -0.149       , -0.000       , -0.989       ,        2481.74, -0.336   , -1.343   , -0.336   , -0.354   , -0.120   ,     0.928, 0.134        , 0.155        , 0.979        ,         10.962, 6.168    , -0.992   , -1.374   , 0.420        , 0.232        , 0.878        ,          9.819, -3.725   , -8.992   , -1.252
 79.777129, 0.427        , -0.700       , -0.573       ,        2508.09, -4.812   , 0.895    , -3.245   , -0.145   ,     0.808, 0.571    , 0.530        , -0.504       , -0.682       ,        2475.52, 5.483    , 4.252    , -2.910   , -0.110   , 0.505    , 0.856    , 0.039        , -0.728       , -0.684       ,        2507.73, 1.455    , -0.112   , 0.112    , -0.292   ,     0.637, -0.713   , -0.148       , 0.008        , -0.989       ,        2491.70, -1.455   , -2.126   , -0.783   , -0.346   , -0.127   ,     0.930, 0.133        , 0.153        , 0.979        ,         10.984, 6.458    , -3.893   , -1.023   , 0.415        , 0.227        , 0.881        ,          9.872, -1.420   , -14.366  , -0.382
 79.777600, 0.425        , -0.702       , -0.571       ,        2515.10, -9.288   , 1.343    , -6.826   , -0.167   ,     0.827, 0.536    , 0.534        , -0.499       , -0.682       ,        2458.66, 13.653   , 8.952    , -5.036   , -0.097   , 0.524    , 0.846    , 0.035        , -0.732       , -0.680       ,        2521.96, 2.238    , -0.560   , -1.231   , -0.252   ,     0.675, -0.694   , -0.151       , -0.004       , -0.988       ,        2513.91, -2.462   , -4.252   , -1.567   , -0.336   , -0.135   ,     0.932, 0.132        , 0.155        , 0.979        ,         10.963, 6.565    , -9.527   , -0.534   , 0.422        , 0.230        , 0.877        ,          9.848, 1.832    , -23.053  , 0.550
 79.778068, 0.430        , -0.695       , -0.576       ,        2510.71, -18.353  , 2.350    , -14.660  , -0.151   ,     0.811, 0.566    , 0.520        , -0.506       , -0.688       ,        2408.84, 21.934   , 15.107   , -9.064   , -0.098   , 0.530    , 0.842    , 0.028        , -0.732       , -0.680       ,        2507.24, 1.567    , 1.343    , -4.252   , -0.278   ,     0.641, -0.716   , -0.154       , 0.011        , -0.988       ,        2524.48, -1.902   , -4.700   , -1.902   , -0.349   , -0.132   ,     0.928, 0.143        , 0.154        , 0.978        ,         10.978, 7.282    , -18.031  , -0.977   , 0.440        , 0.231        , 0.868        ,          9.871, 6.611    , -33.099  , 1.450
 79.778522, 0.437        , -0.677       , -0.592       ,        2492.76, -23.388  , 6.714    , -20.703  , -0.197   ,     0.805, 0.560    , 0.554        , -0.516       , -0.654       ,        2494.08, 33.796   , 24.395   , -11.638  , -0.099   , 0.491    , 0.866    , 0.036        , -0.730       , -0.682       ,        2472.96, 6.155    , 3.133    , -5.260   , -0.284   ,     0.666, -0.690   , -0.166       , 0.023        , -0.986       ,        2530.60, -0.783   , -5.595   , -1.902   , -0.334   , -0.142   ,     0.932, 0.152        , 0.155        , 0.976        ,         10.966, 9.695    , -25.008  , -1.008   , 0.461        , 0.238        , 0.855        ,          9.909, 8.580    , -32.840  , -0.107
 79.778963, 0.437        , -0.677       , -0.592       ,        2492.76, -22.493  , 7.610    , -21.150  , -0.174   ,     0.772, 0.611    , 0.564        , -0.510       , -0.649       ,        2465.25, 38.719   , 31.110   , -13.093  , -0.147   , 0.567    , 0.811    , 0.028        , -0.734       , -0.678       ,        2501.15, 8.169    , 4.364    , -5.707   , -0.241   ,     0.651, -0.720   , -0.187       , 0.027        , -0.982       ,        2500.13, 2.910    , -16.786  , 4.029    , -0.337   , -0.127   ,     0.933, 0.160        , 0.156        , 0.975        ,         10.974, 11.389   , -28.260  , -0.748   , 0.467        , 0.250        , 0.848        ,          9.919, 8.290    , -33.847  , -1.206
 79.779479, 0.446        , -0.672       , -0.591       ,        2529.08, -13.541  , 11.079   , -21.038  , -0.158   ,     0.746, 0.647    , 0.559        , -0.533       , -0.635       ,        2487.88, 38.272   , 34.131   , -16.338  , -0.221   , 0.607    , 0.763    , 0.052        , -0.741       , -0.670       ,        2519.63, 7.386    , 5.148    , -5.595   , -0.277   ,     0.652, -0.706   , -0.182       , 0.042        , -0.982       ,        2519.48, 7.833    , -20.367  , -0.336   , -0.336   , -0.134   ,     0.932, 0.184        , 0.161        , 0.970        ,         10.994, 11.450   , -23.328  , -2.092   , 0.477        , 0.257        , 0.841        ,          9.984, 6.427    , -31.771  , -2.046
